INSEE,community_size
68377,813
68378,384
68379,1056
68380,454
68381,815
68382,383
68383,328
68384,2599
68385,862
68386,1063
69001,394
69002,246
69003,2989
69004,792
69005,593
69006,5038
69007,2794
69008,683
69009,7702
69010,6606
69012,626
69013,3979
69014,1151
69016,121
69017,766
69018,2180
69019,13591
69020,700
69021,2420
69022,574
69023,1660
69024,4225
69026,558
69027,12272
69028,6589
69029,42645
69030,833
69031,1483
69032,2024
69033,2957
69034,43916
69035,388
69036,1160
69037,845
69038,953
69039,704
69040,5796
69042,581
69043,9019
69044,5316
69045,1316
69046,4701
69047,1072
69049,2856
69050,2155
69051,1203
69052,4245
69053,556
69054,345
69055,1475
69056,2159
69057,595
69058,393
69059,1565
69060,659
69061,1222
69062,801
69063,4401
69064,4040
69065,980
69066,4470
69067,1189
69068,2502
69069,11432
69070,1294
69071,1206
69072,9364
69074,1590
69075,195
69076,2696
69077,977
69078,853
69080,1917
69081,19333
69082,278
69083,1203
69084,1304
69085,1534
69086,2353
69087,3106
69088,7163
69089,15164
69090,833
69091,20389
69092,7841
69093,1206
69094,6177
69095,844
69096,9781
69097,792
69098,515
69099,1470
69100,8871
69102,746
69103,921
69104,441
69105,1058
69106,1205
69107,1121
69108,1065
69109,888
69110,1892
69111,690
69112,6635
69113,928
69115,4969
69116,3750
69117,3209
69118,2650
69119,985
69120,611
69121,2774
69122,1969
69124,468
69125,891
69126,796
69127,3613
69130,236
69131,3487
69132,862
69133,4398
69134,237
69135,1964
69136,3173
69137,523
69138,454
69139,1455
69140,2041
69141,6316
69142,6597
69143,7650
69145,946
69148,2612
69149,26831
69151,1556
69152,10457
69153,1405
69154,2898
69155,1163
69156,2795
69157,5367
69159,4000
69160,1083
69161,498
69162,1365
69163,3545
69164,332
69165,1151
69166,330
69167,600
69168,1577
69169,662
69170,1175
69171,2389
69172,788
69173,1041
69174,625
69175,2052
69176,4674
69177,2110
69178,845
69179,4129
69180,297
69181,224
69182,358
69183,319
69184,1012
69186,217
69187,675
69188,917
69189,1913
69190,2115
69191,5889
69192,160
69193,1301
69194,7164
69196,628
69197,2258
69198,767
69199,19678
69200,1503
69201,1311
69202,22567
69203,1035
69204,21391
69205,5250
69206,4501
69207,3048
69208,2322
69209,582
69212,490
69214,1229
69215,899
69216,577
69217,770
69218,1065
69219,2196
69220,1918
69225,555
69227,4042
69228,4317
69229,814
69230,326
69231,2656
69233,1278
69234,1656
69235,2073
69236,597
69238,3806
69239,1237
69240,623
69241,2651
69242,940
69243,10763
69244,22637
69245,735
69246,1330
69248,6146
69249,3116
69250,4216
69252,754
69253,647
69254,981
69255,6191
69256,53016
69257,1105
69258,329
69259,67551
69260,5055
69261,105
69263,900
69264,36710
69265,835
69266,153294
69267,2251
69268,3458
69269,1016
69270,4422
69271,10790
69272,4327
69273,11269
69275,29069
69276,9954
69277,13402
69278,5614
69279,6152
69280,1541
69281,1935
69282,34941
69283,13853
69284,3346
69285,4229
69286,31063
69287,6983
69288,5525
69289,4661
69290,47211
69291,5845
69292,6560
69293,2417
69294,2809
69295,1819
69296,3019
69297,5586
69298,3216
69299,2742
69381,30423
69382,31689
69383,103731
69384,36470
69385,50749
69386,53746
69387,83066
69388,87176
69389,52520
70001,361
70002,216
70003,71
70004,309
70005,136
70006,1592
70007,310
70008,150
70009,103
70010,105
70011,321
70012,667
70013,67
70014,405
70015,280
70016,164
70017,242
70018,516
70019,147
70020,246
70021,196
70022,150
70023,146
70024,460
70025,246
70026,2559
70027,72
70028,146
70029,241
70030,46
70031,661
70032,45
70035,181
70036,161
70037,279
70038,324
70039,359
70040,242
70041,386
70042,104
70043,240
70044,420
70045,426
70046,374
70047,109
70048,142
70049,99
70050,98
70051,34
70052,124
70053,78
70054,245
70055,507
70056,311
70057,151
70058,945
70059,478
70060,297
70061,85
70062,147
70063,213
70064,152
70065,78
70066,181
70067,126
70069,46
70070,30
70071,56
70072,85
70074,247
70075,201
70076,384
70077,225
70078,95
70079,536
70080,242
70081,328
70082,132
70083,414
70084,673
70085,693
70086,75
70087,150
70088,119
70089,46
70090,62
70091,48
70092,180
70093,662
70094,306
70095,665
70096,652
70097,246
70098,215
70099,77
70100,133
70101,506
70102,287
70103,224
70104,603
70105,138
70106,115
70107,441
70109,308
70111,278
70112,179
70113,135
70114,207
70115,241
70116,629
70117,1271
70118,196
70119,369
70120,3817
70121,894
70122,1665
70124,93
70125,178
70126,203
70127,116
70128,390
70129,165
70130,326
70132,771
70133,242
70134,206
70135,35
70136,498
70137,223
70138,127
70140,68
70141,120
70142,192
70143,130
70144,34
70145,490
70146,168
70147,232
70148,87
70149,710
70150,322
70151,36
70152,512
70153,97
70154,377
70155,814
70156,112
70157,371
70158,106
70159,89
70160,336
70162,472
70163,451
70164,91
70165,584
70166,159
70167,366
70168,637
70169,225
70170,124
70171,1292
70172,109
70174,145
70175,139
70176,194
70177,618
70178,536
70179,171
70180,451
70181,132
70182,142
70183,60
70184,728
70185,196
70186,74
70187,266
70188,55
70189,254
70190,184
70192,208
70193,235
70194,142
70195,276
70196,259
70197,809
70198,1265
70199,116
70200,40
70201,210
70202,280
70203,151
70204,160
70205,204
70206,562
70207,3318
70208,297
70210,159
70211,67
70213,230
70214,127
70215,255
70216,463
70217,98
70218,135
70219,750
70220,413
70221,292
70222,79
70224,688
70225,106
70226,312
70227,492
70228,991
70229,266
70230,102
70231,35
70232,135
70233,137
70234,237
70235,149
70236,476
70237,97
70238,141
70239,206
70240,1351
70242,133
70243,349
70244,111
70245,3920
70247,215
70248,1414
70249,122
70250,457
70251,104
70252,181
70253,325
70254,260
70255,501
70256,722
70257,756
70258,2036
70259,376
70260,706
70261,1394
70262,165
70263,240
70264,50
70265,156
70267,492
70268,217
70269,36
70271,385
70272,197
70273,68
70274,48
70275,398
70276,192
70277,390
70278,219
70279,5977
70280,973
70282,1032
70283,449
70284,276
70285,10918
70286,131
70287,44
70288,121
70289,212
70290,209
70291,127
70292,1582
70293,79
70294,361
70295,225
70296,273
70297,60
70298,117
70299,313
70301,56
70302,78
70303,154
70304,123
70305,105
70306,473
70307,131
70308,228
70309,463
70310,8231
70311,6896
70312,780
70313,400
70314,174
70315,419
70316,87
70317,145
70318,446
70319,127
70320,101
70321,1429
70322,290
70323,198
70324,660
70325,375
70326,312
70327,137
70328,333
70329,65
70330,294
70331,460
70332,57
70334,1532
70335,64
70336,140
70337,60
70338,235
70339,1705
70340,241
70341,303
70342,137
70343,290
70344,348
70347,364
70348,632
70349,238
70350,65
70351,231
70352,37
70353,511
70355,306
70356,284
70357,630
70358,276
70359,55
70360,79
70361,163
70362,142
70363,660
70364,120
70366,123
70367,188
70368,135
70369,48
70371,204
70372,156
70373,289
70374,97
70376,473
70378,1673
70380,180
70381,351
70383,421
70384,227
70385,343
70386,179
70387,672
70388,2053
70389,60
70390,513
70392,36
70393,436
70394,64
70395,52
70396,41
70397,81
70398,66
70399,215
70400,110
70401,133
70402,382
70403,246
70404,592
70405,198
70406,77
70407,277
70408,1097
70409,117
70410,702
70411,38
70412,71
70413,1939
70414,975
70415,667
70416,209
70417,309
70418,522
70419,111
70420,63
70421,3009
70422,146
70423,116
70425,154
70426,258
70427,344
70428,1504
70429,561
70430,70
70431,252
70432,333
70433,1434
70435,851
70436,116
70437,16
70438,215
70439,362
70440,35
70441,256
70442,112
70443,90
70444,164
70445,116
70446,613
70447,2372
70448,154
70449,62
70450,40
70451,2763
70452,257
70453,84
70454,50
70455,1517
70456,153
70457,110
70459,1126
70460,439
70461,118
70462,82
70463,145
70464,1376
70466,127
70467,3216
70468,91
70469,215
70470,162
70471,26
70472,489
70473,1961
70474,129
70476,66
70477,786
70478,903
70479,102
70480,140
70481,209
70482,1568
70483,142
70484,181
70485,207
70486,114
70487,294
70488,195
70489,794
70490,124
70491,494
70492,589
70493,470
70494,353
70496,26
70498,474
70499,105
70500,178
70501,101
70502,85
70503,164
70504,373
70505,169
70506,401
70507,252
70509,113
70510,133
70511,229
70512,224
70513,2473
70514,681
70515,68
70516,248
70517,413
70518,100
70519,110
70520,118
70521,187
70522,161
70523,200
70524,116
70525,214
70526,639
70527,76
70528,495
70529,401
70530,120
70531,105
70532,525
70533,121
70534,126
70535,154
70536,134
70537,300
70538,82
70539,467
70540,84
70541,208
70542,214
70544,117
70545,130
70546,241
70547,171
70548,142
70549,79
70550,15663
70552,218
70553,118
70554,192
70555,172
70557,137
70558,142
70559,199
70560,167
70561,1531
70562,157
70563,546
70564,326
70565,54
70566,205
70567,143
70568,61
70569,62
70571,42
70572,295
70573,126
70574,57
70575,857
70576,152
70577,388
70578,176
70579,444
70580,157
70581,720
70582,81
70583,131
71001,814
71002,1263
71003,801
71004,1189
71005,261
71006,190
71007,171
71008,158
71009,733
71010,874
71011,530
71012,346
71013,277
71014,14009
71015,943
71016,1109
71017,99
71018,558
71019,150
71020,100
71021,313
71022,634
71023,982
71024,526
71025,366
71026,350
71027,728
71028,109
71029,296
71030,207
71031,60
71032,704
71033,880
71034,342
71035,207
71036,69
71037,90
71038,481
71039,182
71040,6200
71041,192
71042,325
71043,86
71044,302
71045,185
71046,94
71047,4785
71048,177
71050,347
71051,137
71052,740
71054,698
71056,2391
71057,127
71058,196
71059,3605
71060,230
71061,476
71062,300
71063,767
71064,1010
71065,281
71066,122
71067,127
71068,59
71069,606
71070,2223
71071,271
71072,143
71073,5608
71074,583
71075,638
71076,46577
71077,517
71078,154
71079,474
71080,97
71081,2644
71082,226
71084,540
71085,224
71086,475
71087,166
71088,238
71089,240
71090,4224
71091,191
71092,517
71093,680
71094,141
71095,447
71096,194
71097,492
71098,254
71099,330
71100,203
71101,460
71102,712
71103,280
71104,197
71105,8039
71106,3326
71107,341
71108,173
71109,354
71110,575
71111,316
71112,236
71113,98
71115,96
71116,171
71117,1126
71118,6291
71119,1143
71120,3772
71121,319
71122,572
71123,377
71124,210
71125,20
71126,607
71127,65
71128,93
71129,278
71130,235
71131,864
71132,2290
71133,1695
71134,682
71135,911
71136,284
71137,5176
71139,144
71140,50
71141,316
71142,244
71143,467
71144,196
71145,569
71146,239
71147,257
71148,860
71149,1352
71150,3175
71151,82
71152,189
71153,21567
71154,2531
71155,535
71156,327
71157,1860
71158,1611
71159,210
71160,319
71161,325
71162,1197
71163,91
71164,132
71165,386
71166,116
71167,572
71168,175
71169,807
71170,1834
71171,314
71172,86
71173,315
71174,177
71175,342
71176,7990
71177,814
71178,920
71179,82
71181,172
71182,1510
71183,156
71184,617
71185,346
71186,267
71187,1614
71188,61
71189,1668
71190,2194
71191,482
71192,1959
71193,484
71194,805
71195,221
71196,642
71198,419
71199,182
71200,721
71201,203
71202,2241
71203,53
71204,1530
71205,660
71206,243
71207,299
71208,214
71209,742
71210,392
71212,1420
71213,586
71214,431
71215,2653
71216,202
71217,130
71218,602
71219,562
71220,476
71221,3845
71222,925
71223,571
71224,88
71225,538
71226,30
71227,521
71228,210
71229,232
71230,6954
71231,641
71232,216
71233,311
71234,347
71235,2062
71236,900
71237,531
71238,1004
71239,708
71240,399
71241,504
71242,532
71243,375
71244,440
71245,328
71246,253
71247,375
71248,730
71249,1028
71250,1136
71251,603
71252,384
71253,954
71254,152
71255,181
71256,551
71257,665
71258,524
71259,370
71261,678
71262,165
71263,6658
71264,337
71266,318
71267,943
71268,360
71269,2100
71270,34663
71271,154
71272,208
71273,289
71274,398
71275,1758
71276,133
71277,684
71278,160
71279,647
71280,89
71281,321
71282,1277
71283,544
71284,150
71285,416
71286,267
71287,334
71289,1167
71290,445
71291,991
71292,1367
71293,419
71294,1383
71295,1530
71296,768
71297,776
71299,323
71300,629
71301,172
71302,224
71303,491
71305,843
71306,17986
71307,297
71308,32
71309,1984
71310,5053
71311,261
71312,256
71313,396
71314,206
71315,185
71316,378
71317,186
71318,1120
71319,795
71320,318
71321,196
71322,53
71323,136
71324,602
71325,1240
71326,425
71327,351
71328,643
71329,419
71330,769
71331,118
71332,474
71333,1261
71334,392
71335,66
71336,3190
71337,311
71338,218
71339,399
71340,1533
71341,256
71342,9631
71343,322
71344,68
71345,683
71346,1594
71347,568
71348,134
71349,52
71350,904
71351,1969
71352,91
71353,532
71354,592
71355,287
71356,991
71357,217
71358,105
71359,578
71360,1956
71361,63
71362,349
71363,93
71364,177
71365,599
71366,388
71367,371
71368,319
71369,437
71370,637
71371,1618
71372,2054
71373,1725
71374,164
71376,283
71377,130
71378,1592
71379,1254
71380,806
71381,74
71382,712
71383,539
71384,514
71385,586
71386,94
71387,258
71388,487
71389,286
71390,1106
71391,572
71392,500
71393,508
71394,787
71395,211
71396,492
71397,291
71398,1075
71399,547
71400,133
71401,642
71402,775
71403,270
71404,918
71405,199
71406,135
71407,225
71408,437
71409,319
71410,809
71411,162
71412,1224
71413,843
71414,460
71415,140
71416,598
71417,1065
71419,1937
71420,2361
71421,192
71422,285
71423,438
71424,214
71425,290
71426,551
71427,52
71428,789
71430,411
71431,390
71433,505
71434,352
71435,252
71436,1024
71437,334
71438,548
71439,767
71440,383
71441,283
71442,1589
71443,1697
71444,1229
71445,6370
71446,195
71447,287
71448,1422
71449,126
71450,107
71451,94
71452,97
71453,253
71454,195
71455,163
71456,1979
71457,122
71458,61
71459,357
71460,491
71461,63
71462,539
71463,583
71464,188
71465,283
71466,126
71468,864
71469,374
71470,361
71471,93
71472,217
71473,151
71474,149
71475,6772
71477,493
71478,87
71479,1794
71480,609
71481,1170
71482,847
71483,437
71484,1311
71485,272
71486,8748
71487,165
71488,107
71489,579
71490,1032
71491,1180
71492,128
71493,350
71494,540
71495,886
71496,153
71497,2204
71498,138
71499,4397
71500,96
71501,145
71502,1622
71503,131
71504,82
71505,77
71506,1154
71507,170
71508,415
71509,482
71510,629
71512,3080
71513,1163
71514,424
71515,103
71516,614
71517,235
71518,283
71519,193
71520,1315
71521,108
71522,1756
71523,1200
71524,180
71525,587
71526,368
71527,214
71528,2046
71529,264
71530,502
71531,216
71532,197
71533,550
71534,117
71535,518
71537,131
71538,450
71539,81
71540,2852
71541,378
71542,1537
71543,5827
71544,199
71545,1075
71546,412
71547,266
71548,251
71549,220
71550,839
71551,96
71552,533
71553,280
71554,116
71555,2365
71556,574
71557,745
71558,1158
71559,553
71561,234
71562,245
71563,75
71564,766
71565,581
71566,1068
71567,264
71568,57
71570,530
71571,473
71572,233
71573,197
71574,840
71576,284
71577,223
71578,324
71579,169
71580,428
71581,259
71582,668
71583,741
71584,1217
71585,1437
71586,262
71588,1137
71589,431
71590,655
71591,529
72001,1735
72002,208
72003,11276
72004,588
72005,958
72006,2131
72007,508
72008,5626
72009,370
72010,411
72011,923
72012,500
72013,2142
72015,114
72016,1513
72017,240
72018,88
72019,386
72020,722
72021,592
72022,1248
72023,2283
72024,3707
72025,2047
72026,1522
72027,335
72028,491
72029,1995
72031,532
72032,343
72034,454
72035,2162
72036,313
72037,121
72038,576
72039,3848
72040,144
72041,349
72042,2127
72043,334
72044,441
72045,842
72046,1571
72047,2263
72048,531
72049,248
72050,1550
72051,3405
72052,687
72053,1241
72054,3824
72056,1360
72057,75
72058,6749
72059,860
72060,264
72061,1726
72062,882
72064,538
72065,2368
72066,433
72067,1006
72068,1400
72070,254
72071,6283
72072,254
72073,1094
72074,214
72075,1019
72076,243
72077,433
72078,359
72079,315
72080,2811
72083,393
72084,1294
72085,184
72086,142
72087,491
72088,345
72089,1901
72090,3011
72091,135
72093,917
72094,624
72095,7895
72096,1738
72098,511
72099,645
72100,415
72101,689
72102,99
72103,619
72104,588
72105,495
72106,963
72107,353
72109,558
72110,1064
72111,486
72112,481
72113,775
72114,274
72115,944
72118,1483
72119,1066
72120,254
72121,332
72122,1062
72123,72
72124,4816
72125,307
72126,301
72127,1993
72128,529
72129,866
72130,717
72131,601
72132,9199
72133,1512
72134,546
72135,612
72136,326
72137,2229
72138,2935
72139,1020
72141,958
72142,154
72143,1952
72144,331
72145,402
72146,3146
72147,1149
72148,83
72149,639
72150,1284
72151,1167
72152,455
72153,566
72154,15929
72155,2353
72156,955
72157,727
72158,843
72160,593
72161,917
72163,500
72164,70
72165,1935
72166,327
72167,729
72168,2109
72169,1485
72170,179
72171,103
72172,1454
72173,1257
72174,103
72175,1554
72176,4197
72177,358
72178,192
72179,1918
72180,5328
72181,146703
72182,1573
72183,1084
72184,390
72185,670
72186,898
72187,1628
72188,153
72189,2135
72190,281
72191,3159
72192,97
72193,437
72194,269
72195,1902
72196,738
72197,694
72198,2673
72199,282
72200,3765
72201,263
72202,209
72204,527
72205,1830
72208,383
72209,305
72210,309
72211,649
72212,712
72213,5288
72214,12
72215,1046
72216,609
72217,2496
72218,295
72219,932
72220,939
72221,376
72222,271
72223,2656
72224,536
72225,675
72226,1350
72227,41
72228,2134
72229,479
72230,1100
72231,5368
72232,667
72233,60
72234,375
72235,383
72236,199
72237,507
72238,73
72239,633
72241,2979
72243,1670
72244,3021
72245,700
72246,214
72247,1369
72248,845
72249,776
72250,160
72251,391
72252,1152
72253,2684
72254,274
72255,816
72256,798
72257,2635
72259,289
72260,3572
72261,314
72262,2337
72264,12581
72265,238
72266,750
72267,933
72268,717
72269,3439
72270,194
72271,942
72272,321
72273,235
72274,214
72275,1536
72276,1963
72277,115
72278,784
72279,156
72280,2191
72281,448
72282,541
72283,339
72286,394
72287,2065
72289,2068
72290,1826
72291,1002
72292,243
72293,624
72294,486
72295,506
72296,767
72297,559
72298,586
72299,2473
72300,2727
72302,177
72303,741
72305,993
72306,1346
72307,245
72308,2354
72309,292
72310,1974
72311,357
72312,237
72313,229
72314,383
72315,843
72316,707
72317,519
72319,761
72320,2671
72321,526
72322,226
72323,461
72324,520
72325,857
72326,213
72327,304
72328,3849
72329,4147
72330,445
72331,590
72332,613
72333,452
72334,2317
72335,1090
72336,1254
72337,885
72338,753
72339,682
72340,1262
72341,636
72342,172
72343,637
72344,2929
72345,344
72346,4529
72347,305
72348,130
72349,478
72350,3117
72351,1071
72352,139
72353,220
72354,165
72355,107
72356,419
72357,741
72358,1652
72359,1438
72360,1543
72361,492
72362,166
72363,1679
72364,1457
72366,319
72367,805
72368,328
72369,658
72370,334
72372,78
72373,2565
72374,153
72375,553
72376,728
72377,1044
72378,1478
72379,201
72380,969
72381,1381
72382,961
72383,136
72385,1790
72386,4394
73001,241
73003,3951
73004,449
73005,186
73006,4553
73007,1701
73008,31040
73010,6456
73011,20066
73012,149
73013,375
73014,290
73015,1903
73017,1008
73018,790
73019,975
73020,454
73021,867
73022,578
73023,721
73024,800
73025,537
73026,403
73027,393
73028,340
73029,5140
73030,3470
73031,4906
73032,2189
73033,499
73034,2123
73036,701
73039,548
73040,367
73041,312
73042,270
73043,2816
73047,268
73048,369
73049,148
73050,595
73051,5065
73052,151
73053,701
73054,7596
73055,1934
73057,512
73058,1291
73059,2331
73061,438
73063,728
73064,5882
73065,60478
73067,1173
73068,607
73069,969
73070,710
73071,587
73072,34
73073,542
73074,341
73075,593
73076,265
73077,573
73078,150
73079,939
73081,712
73082,785
73083,225
73084,979
73085,1415
73086,405
73087,6543
73088,167
73089,1291
73090,271
73091,210
73092,157
73094,350
73095,390
73096,1060
73097,699
73098,833
73099,437
73100,1950
73101,99
73103,3001
73104,484
73105,1256
73106,309
73107,652
73109,786
73110,789
73113,180
73114,831
73116,493
73117,700
73119,103
73120,623
73121,1977
73122,443
73123,402
73124,3120
73128,4696
73129,1254
73130,2145
73131,311
73132,781
73133,358
73135,1105
73137,4125
73138,502
73139,283
73140,290
73141,701
73142,837
73145,478
73146,798
73147,202
73149,311
73150,3894
73151,3884
73152,218
73153,1383
73154,3393
73155,2055
73156,319
73157,3211
73159,853
73160,1004
73161,668
73162,702
73164,1072
73166,56
73168,120
73170,537
73171,4173
73173,486
73175,73
73176,719
73177,245
73178,516
73179,12731
73180,442
73181,3954
73182,2295
73183,1323
73184,520
73186,491
73187,2691
73188,1054
73189,229
73190,253
73191,2216
73192,218
73193,109
73194,337
73196,808
73197,666
73200,560
73201,455
73202,464
73204,2107
73205,121
73206,738
73207,444
73208,990
73210,384
73211,806
73212,2047
73213,9076
73214,245
73215,4260
73216,493
73217,380
73218,832
73219,679
73220,377
73221,91
73222,6494
73223,452
73224,910
73225,2850
73226,1728
73227,2433
73228,929
73229,546
73230,132
73231,1228
73232,753
73233,170
73234,153
73235,551
73236,2972
73237,353
73240,813
73241,1217
73242,282
73243,1783
73245,839
73246,304
73247,1027
73248,7966
73249,1912
73250,1671
73252,242
73253,609
73254,122
73255,839
73256,335
73257,3611
73258,699
73259,558
73261,2747
73262,507
73263,1167
73265,742
73267,307
73268,588
73269,737
73270,4200
73271,317
73272,182
73273,493
73274,466
73275,329
73276,433
73277,179
73278,1259
73280,352
73281,767
73282,1081
73283,723
73284,1016
73285,2392
73286,1189
73288,2048
73289,436
73290,2100
73292,325
73293,462
73294,345
73296,2062
73297,614
73298,921
73299,331
73300,3094
73301,830
73302,341
73303,7385
73304,1629
73306,1091
73307,569
73308,611
73309,305
73310,491
73311,106
73312,949
73313,231
73314,266
73315,465
73316,294
73317,732
73318,261
73320,878
73322,550
73323,375
73324,201
73326,2154
73327,401
73328,2326
73329,1948
73330,3036
74001,1564
74002,2631
74003,1137
74004,423
74005,4806
74006,2221
74007,2793
74008,6205
74009,971
74010,134101
74012,36978
74013,2289
74014,1901
74015,1164
74016,2644
74018,1914
74019,3640
74020,1416
74021,1653
74024,2279
74025,1513
74026,5241
74027,464
74029,433
74030,327
74031,3094
74032,1313
74033,1412
74034,622
74035,616
74036,388
74037,1922
74038,1162
74040,3324
74041,286
74042,12915
74043,5848
74044,1054
74045,255
74046,518
74048,1118
74049,484
74050,689
74051,707
74052,1072
74053,1255
74054,787
74055,557
74056,9026
74057,1142
74058,949
74059,267
74060,115
74061,966
74062,1454
74063,1288
74064,1238
74065,514
74066,255
74067,2851
74068,527
74069,824
74070,2827
74071,227
74072,208
74073,674
74074,633
74075,1463
74076,1703
74077,1060
74078,411
74079,681
74080,1762
74081,17323
74082,4065
74083,2219
74085,1165
74086,734
74087,2356
74088,1217
74089,1010
74090,1405
74091,364
74094,7142
74095,329
74096,4817
74097,1891
74098,1595
74099,881
74100,810
74101,726
74102,1488
74103,2271
74104,3627
74105,6563
74106,933
74107,159
74108,1015
74109,946
74111,215
74112,8394
74114,518
74116,2091
74117,859
74118,2585
74119,9359
74121,1185
74122,661
74123,7836
74124,1789
74126,1021
74127,1476
74128,3604
74129,231
74130,571
74131,2091
74133,10179
74134,1242
74135,533
74136,2144
74137,4047
74138,1584
74139,1082
74140,1502
74141,1055
74142,1014
74143,3087
74144,847
74145,642
74146,1552
74147,1034
74148,280
74150,1662
74151,581
74152,1298
74153,1672
74154,2556
74155,830
74156,703
74157,1804
74158,1115
74159,3308
74160,1019
74161,2010
74162,1070
74163,2275
74164,6557
74165,702
74166,1894
74167,1407
74168,1064
74169,5758
74170,893
74171,1568
74172,1487
74173,3153
74174,615
74175,320
74176,1954
74177,1102
74178,742
74179,807
74180,2200
74183,2485
74184,1065
74185,2363
74186,782
74188,963
74189,1721
74190,689
74191,2791
74192,1020
74193,1072
74194,905
74195,428
74196,480
74197,1638
74198,1046
74199,385
74200,3217
74201,2175
74202,727
74203,51
74205,1317
74206,1048
74208,11656
74209,1421
74210,1925
74211,3198
74212,1844
74213,8592
74215,1277
74216,1071
74218,7554
74219,1302
74220,8268
74221,557
74222,513
74223,475
74224,11491
74225,16145
74226,587
74228,363
74229,3745
74231,608
74232,519
74233,2448
74234,898
74235,599
74236,5734
74237,890
74238,1584
74239,1499
74240,1035
74241,3471
74242,6208
74243,16125
74244,873
74249,2570
74250,7230
74252,618
74253,1056
74254,621
74255,2111
74256,17322
74257,786
74258,2536
74259,442
74260,1001
74261,492
74262,1169
74263,6492
74264,9070
74265,774
74266,1092
74267,4321
74269,2430
74271,532
74272,5495
74273,777
74275,2015
74276,3465
74278,6480
74279,856
74280,6882
74281,36973
74282,9685
74283,1150
74284,1326
74285,424
74286,876
74287,934
74288,4995
74289,2621
74290,418
74291,340
74292,1052
74293,3963
74294,775
74295,348
74296,936
74297,635
74298,9267
74299,2358
74301,924
74302,1108
74303,3473
74304,943
74305,9169
74306,611
74307,1005
74308,867
74309,5497
74310,1340
74311,4532
74312,1609
74313,566
74314,1685
74315,1086
75101,16055
75102,21735
75103,34306
75104,29390
75105,58897
75106,41171
75107,49681
75108,36250
75109,60563
75110,86863
75111,146028
75112,140237
75113,181233
75114,136568
75115,232668
75116,167777
75117,167975
75118,193288
75119,185571
75120,195918
76001,1177
76002,631
76004,482
76005,3337
76006,177
76007,685
76008,640
76009,348
76010,379
76011,156
76012,188
76013,1108
76014,1420
76015,523
76016,123
76017,654
76018,1524
76019,434
76020,1212
76021,474
76022,351
76023,305
76024,161
76025,352
76026,2625
76028,188
76029,202
76030,506
76032,139
76033,464
76034,2557
76035,2039
76036,711
76038,402
76039,1287
76040,308
76041,1385
76042,102
76043,1491
76045,367
76046,714
76047,151
76048,303
76049,286
76050,1038
76051,1949
76052,222
76053,109
76054,526
76055,354
76056,638
76057,12627
76058,223
76059,428
76060,510
76062,264
76063,482
76064,505
76065,415
76066,153
76067,618
76068,660
76069,2287
76070,634
76071,482
76072,750
76074,54
76075,454
76076,272
76077,183
76079,190
76082,643
76083,100
76084,123
76085,349
76086,221
76087,690
76088,554
76090,1261
76091,230
76092,644
76093,370
76094,328
76096,674
76097,106
76099,732
76100,1239
76101,2941
76103,6585
76104,266
76105,666
76106,563
76107,303
76108,14996
76109,186
76110,477
76111,611
76112,361
76113,412
76114,11746
76115,584
76116,3969
76117,671
76118,259
76119,202
76120,462
76121,367
76122,517
76123,1056
76124,442
76125,1551
76126,323
76128,600
76129,212
76130,292
76131,732
76132,467
76133,440
76134,304
76135,1000
76136,734
76138,334
76139,223
76140,201
76141,1372
76142,580
76143,1382
76144,156
76146,2942
76147,936
76148,330
76149,289
76151,272
76152,767
76153,327
76154,487
76155,380
76156,351
76157,14219
76158,328
76159,3102
76160,427
76161,103
76162,275
76163,682
76164,4214
76165,10016
76166,486
76167,1621
76168,66
76169,1390
76170,119
76171,136
76172,161
76173,548
76174,409
76175,267
76176,350
76177,290
76178,4949
76179,1393
76180,198
76181,156
76182,264
76183,782
76184,112
76185,170
76186,499
76187,165
76188,480
76189,159
76190,211
76192,2684
76193,346
76194,405
76195,178
76196,2652
76197,223
76198,821
76199,701
76200,470
76201,538
76202,322
76203,764
76204,255
76205,250
76206,350
76207,202
76208,682
76209,450
76210,462
76211,233
76212,9872
76213,410
76214,266
76216,10729
76217,28709
76218,100
76219,2522
76220,535
76221,199
76222,4126
76223,520
76224,996
76225,389
76226,165
76227,709
76228,399
76229,420
76230,481
76231,16350
76232,652
76233,155
76234,723
76235,2177
76236,350
76237,517
76238,2693
76239,790
76240,1026
76241,145
76242,199
76243,296
76244,391
76245,1635
76247,499
76249,838
76250,1232
76251,445
76252,1064
76253,840
76254,1243
76255,6916
76257,185
76258,4305
76259,18329
76260,1694
76261,469
76262,136
76263,1311
76264,495
76265,171
76266,720
76268,190
76269,176
76270,2686
76271,1827
76272,916
76273,556
76274,28
76275,1545
76276,4010
76278,810
76279,369
76280,133
76281,2138
76282,962
76283,242
76284,336
76285,582
76286,679
76287,1030
76288,368
76289,1750
76290,409
76291,1220
76292,147
76293,236
76294,392
76295,1233
76296,2557
76297,237
76298,473
76299,395
76300,435
76302,2905
76303,738
76304,370
76305,9183
76306,180
76307,1391
76308,511
76309,125
76311,430
76312,6138
76313,902
76314,624
76315,1095
76316,446
76317,445
76318,764
76319,9930
76320,332
76321,1810
76322,26213
76323,157
76324,863
76325,443
76327,379
76328,380
76329,3212
76330,706
76331,1013
76332,425
76333,469
76334,547
76335,88
76336,388
76338,225
76339,260
76340,530
76341,8414
76342,732
76343,197
76344,417
76345,283
